rank,feature,coef,abs_coef
784,G71,0.040558934,0.040558934
785,T78,-0.040295415,0.040295415
786,Q43,-0.03939659,0.03939659
787,W05,0.03843476,0.03843476
788,Z42,-0.03790626,0.03790626
789,E83,0.03759253,0.03759253
790,G92,0.03755516,0.03755516
791,T39,-0.037450492,0.037450492
792,D68,0.03735456,0.03735456
793,C19,-0.037022993,0.037022993
794,E16,0.036431953,0.036431953
795,Z34,0.03595856,0.03595856
796,W19,-0.035087243,0.035087243
797,R63,-0.03507673,0.03507673
798,Z46,-0.033863828,0.033863828
799,D46,-0.032938793,0.032938793
800,T48,-0.03264133,0.03264133
801,E55,-0.032306433,0.032306433
802,E72,-0.03214652,0.03214652
803,O92,-0.032076992,0.032076992
804,Q10,-0.0318861,0.0318861
805,S88,0.03158886,0.03158886
806,N17,-0.03138846,0.03138846
807,F50,0.031249998,0.031249998
808,Q83,-0.03117832,0.03117832
809,H53,-0.030724863,0.030724863
810,F30,0.030651959,0.030651959
811,P04,0.030037211,0.030037211
812,S80,-0.029855663,0.029855663
813,L65,-0.029364808,0.029364808
814,N42,-0.029327186,0.029327186
815,X18,-0.028979385,0.028979385
816,W08,-0.0288356,0.0288356
817,O32,-0.028431462,0.028431462
818,L50,-0.027516311,0.027516311
819,M76,-0.027335124,0.027335124
820,M25,0.02694904,0.02694904
821,D64,-0.026842091,0.026842091
822,N48,-0.026675662,0.026675662
823,Q76,-0.02663222,0.02663222
824,W26,0.025109043,0.025109043
825,Z96,-0.024837965,0.024837965
826,G45,-0.024817232,0.024817232
827,W10,0.024433928,0.024433928
828,G24,0.023911616,0.023911616
829,D50,0.023726711,0.023726711
830,Q82,-0.023662128,0.023662128
831,L73,-0.022899348,0.022899348
832,D36,-0.022892099,0.022892099
833,L22,-0.02245114,0.02245114
834,A08,-0.022163916,0.022163916
835,H55,-0.022041088,0.022041088
836,V76,-0.02176588,0.02176588
837,O16,-0.021138733,0.021138733
838,T79,0.021129796,0.021129796
839,O40,0.02109367,0.02109367
840,R65,0.020688685,0.020688685
841,W55,-0.020492923,0.020492923
842,C48,-0.020456376,0.020456376
843,D66,0.020445805,0.020445805
844,Q05,-0.020233532,0.020233532
845,A60,-0.01986796,0.01986796
846,Q06,-0.019862777,0.019862777
847,C55,-0.019698508,0.019698508
848,M50,0.01926447,0.01926447
849,Q32,0.0192507,0.0192507
850,Q39,-0.019248527,0.019248527
851,Q36,-0.018887337,0.018887337
852,Q22,-0.018749317,0.018749317
853,H00,-0.01864578,0.01864578
854,D30,-0.018577257,0.018577257
855,E30,-0.018572051,0.018572051
856,Q85,-0.018568275,0.018568275
857,Q17,-0.018488647,0.018488647
858,H47,-0.018460331,0.018460331
859,T38,-0.018425366,0.018425366
860,D39,-0.018362321,0.018362321
861,H73,-0.018342873,0.018342873
862,J69,-0.018285993,0.018285993
863,B38,-0.018183254,0.018183254
864,Q75,-0.01816535,0.01816535
865,D56,0.018163614,0.018163614
866,M11,-0.01788598,0.01788598
867,A56,-0.017702423,0.017702423
868,Q78,-0.017582355,0.017582355
869,Z15,-0.017534912,0.017534912
870,O61,-0.017495446,0.017495446
871,N71,-0.017408261,0.017408261
872,J86,-0.017397523,0.017397523
873,M00,0.017379904,0.017379904
874,C57,-0.017373458,0.017373458
875,G58,-0.017328292,0.017328292
876,X11,-0.017252399,0.017252399
877,Q69,-0.017229019,0.017229019
878,S40,-0.017131032,0.017131032
879,L23,-0.017129788,0.017129788
880,W07,-0.017029708,0.017029708
881,N15,-0.017005417,0.017005417
882,X10,-0.016791424,0.016791424
883,F89,-0.016778419,0.016778419
884,Z73,0.016677218,0.016677218
885,F81,-0.016643235,0.016643235
886,R51,-0.016640378,0.016640378
887,K51,-0.016367862,0.016367862
888,B25,-0.016246885,0.016246885
889,M27,0.016221086,0.016221086
890,O75,-0.016057098,0.016057098
891,S90,0.01596185,0.01596185
892,Z36,0.015900817,0.015900817
893,F52,0.015807854,0.015807854
894,W13,-0.015771605,0.015771605
895,C32,0.015758596,0.015758596
896,F44,-0.01570098,0.01570098
897,P05,0.01567505,0.01567505
898,C07,-0.0155022815,0.0155022815
899,E09,0.015444481,0.015444481
900,Q74,-0.015428164,0.015428164
901,W00,-0.015372323,0.015372323
902,I15,-0.015295563,0.015295563
903,O65,-0.0152481105,0.0152481105
904,I05,0.0151731325,0.0151731325
905,I43,0.015028063,0.015028063
906,P27,0.014605559,0.014605559
907,Z40,-0.014400834,0.014400834
908,Y33,-0.014360743,0.014360743
909,F91,0.014308354,0.014308354
910,D58,-0.014251,0.014251
911,Q70,-0.014235555,0.014235555
912,F88,-0.014235347,0.014235347
913,H44,-0.013958834,0.013958834
914,R90,-0.013905241,0.013905241
915,I99,-0.013897565,0.013897565
916,E74,-0.013745704,0.013745704
917,C01,-0.013528583,0.013528583
918,Z22,0.013467148,0.013467148
919,C45,0.013208976,0.013208976
920,H11,-0.012958434,0.012958434
921,S79,0.012933258,0.012933258
922,H46,0.012751458,0.012751458
923,T68,-0.012563019,0.012563019
924,V48,-0.012037642,0.012037642
925,G07,0.012008901,0.012008901
926,D41,-0.0118750585,0.0118750585
927,X93,-0.01170866,0.01170866
928,F09,-0.011545259,0.011545259
929,C79,-0.010711361,0.010711361
930,N41,-0.010674101,0.010674101
931,T67,-0.010495892,0.010495892
932,L29,0.010394586,0.010394586
933,E53,0.010382528,0.010382528
934,R03,-0.010306442,0.010306442
935,H49,-0.010236786,0.010236786
936,K12,-0.009766703,0.009766703
937,J00,-0.009558617,0.009558617
938,F23,0.009354888,0.009354888
939,D70,-0.009324415,0.009324415
940,N91,-0.009166135,0.009166135
941,C02,-0.008732987,0.008732987
942,P28,-0.008634686,0.008634686
943,B00,-0.008492753,0.008492753
944,F16,-0.007855272,0.007855272
945,Z75,-0.0077910186,0.0077910186
946,R53,0.0075966693,0.0075966693
947,Z60,-0.007501388,0.007501388
948,G44,-0.0069153286,0.0069153286
949,F73,-0.0067945346,0.0067945346
950,I73,-0.0067048604,0.0067048604
951,L93,0.0066108974,0.0066108974
952,E11,-0.006584465,0.006584465
953,M12,0.006437152,0.006437152
954,M33,0.0062901787,0.0062901787
955,O91,-0.0040232027,0.0040232027
956,A49,0.003928719,0.003928719
957,E80,-0.0033709097,0.0033709097
958,J09,-0.002734392,0.002734392
959,R18,0.0026599837,0.0026599837
960,T43,-0.0024426784,0.0024426784
961,T88,-0.002292109,0.002292109
962,C20,-0.0021716983,0.0021716983
963,H51,-0.0019262074,0.0019262074
964,Z49,-0.0015252361,0.0015252361
965,Z98,-0.0014566146,0.0014566146
966,J15,0.0013453519,0.0013453519
967,J47,-0.0013279277,0.0013279277
968,I82,-0.0010017256,0.0010017256
969,T14,-0.0007440605,0.0007440605
970,W18,0.00036675535,0.00036675535
971,L30,-0.00021616757,0.00021616757
972,F90,-0.0001683893,0.0001683893
973,X72,0.0,0.0
974,R85,0.0,0.0
975,F94,0.0,0.0
976,O12,0.0,0.0
977,H31,0.0,0.0
978,C33,0.0,0.0
979,A90,0.0,0.0
980,S84,0.0,0.0
981,B16,0.0,0.0
982,H62,0.0,0.0
983,L67,0.0,0.0
984,P71,0.0,0.0
985,C63,0.0,0.0
986,Y37,0.0,0.0
987,P81,0.0,0.0
988,X39,0.0,0.0
989,V27,0.0,0.0
990,T52,0.0,0.0
991,Y22,0.0,0.0
992,J63,0.0,0.0
993,F65,0.0,0.0
994,Q13,0.0,0.0
995,B66,0.0,0.0
996,Z44,0.0,0.0
997,S07,0.0,0.0
998,P39,0.0,0.0
999,V75,0.0,0.0
1000,B71,0.0,0.0
1001,F24,0.0,0.0
1002,Q95,0.0,0.0
1003,V21,0.0,0.0
1004,Q84,0.0,0.0
1005,Q77,0.0,0.0
1006,A23,0.0,0.0
1007,L28,0.0,0.0
1008,Y65,0.0,0.0
1009,B78,0.0,0.0
1010,D76,0.0,0.0
1011,A32,0.0,0.0
1012,O85,0.0,0.0
1013,O94,0.0,0.0
1014,N96,0.0,0.0
1015,B83,0.0,0.0
1016,H42,0.0,0.0
1017,G09,0.0,0.0
1018,A27,0.0,0.0
1019,H75,0.0,0.0
1020,H28,0.0,0.0
1021,N01,0.0,0.0
1022,Q86,0.0,0.0
1023,D81,0.0,0.0
1024,G01,0.0,0.0
1025,E15,0.0,0.0
1026,O07,0.0,0.0
1027,D60,0.0,0.0
1028,I01,0.0,0.0
1029,A30,0.0,0.0
1030,G52,0.0,0.0
1031,E25,0.0,0.0
1032,I02,0.0,0.0
1033,A88,0.0,0.0
1034,T27,0.0,0.0
1035,W92,0.0,0.0
1036,G32,0.0,0.0
1037,W53,0.0,0.0
1038,W94,0.0,0.0
1039,B82,0.0,0.0
1040,Q56,0.0,0.0
1041,H17,0.0,0.0
1042,A01,0.0,0.0
1043,W88,0.0,0.0
1044,Q12,0.0,0.0
1045,T61,0.0,0.0
1046,L74,0.0,0.0
1047,A06,0.0,0.0
1048,Q41,0.0,0.0
1049,A68,0.0,0.0
1050,N77,0.0,0.0
1051,M49,0.0,0.0
1052,W99,0.0,0.0
1053,P50,0.0,0.0
1054,B54,0.0,0.0
1055,B46,0.0,0.0
1056,P80,0.0,0.0
1057,H32,0.0,0.0
1058,E32,0.0,0.0
1059,L11,0.0,0.0
1060,C04,0.0,0.0
1061,Q33,0.0,0.0
1062,P24,0.0,0.0
1063,A18,0.0,0.0
1064,Y27,0.0,0.0
1065,B74,0.0,0.0
1066,B68,0.0,0.0
1067,C4A,0.0,0.0
1068,B87,0.0,0.0
1069,V91,0.0,0.0
1070,O04,0.0,0.0
1071,M30,0.0,0.0
1072,A24,0.0,0.0
1073,F53,0.0,0.0
1074,Y32,0.0,0.0
1075,W33,0.0,0.0
1076,V20,0.0,0.0
1077,P78,0.0,0.0
1078,X98,0.0,0.0
1079,A37,0.0,0.0
1080,G13,0.0,0.0
1081,H95,0.0,0.0
1082,V25,0.0,0.0
1083,Q01,0.0,0.0
1084,P74,0.0,0.0
1085,P13,0.0,0.0
1086,S77,0.0,0.0
1087,B69,0.0,0.0
1088,C94,0.0,0.0
1089,P76,0.0,0.0
1090,L75,0.0,0.0
1091,W49,0.0,0.0
1092,G08,0.0,0.0
1093,S15,0.0,0.0
1094,P91,0.0,0.0
1095,G73,0.0,0.0
1096,G64,0.0,0.0
1097,P60,0.0,0.0
1098,B65,0.0,0.0
1099,P26,0.0,0.0
1100,H59,0.0,0.0
1101,D19,0.0,0.0
1102,E71,0.0,0.0
1103,B90,0.0,0.0
1104,T69,0.0,0.0
1105,Q73,0.0,0.0
1106,C72,0.0,0.0
1107,P84,0.0,0.0
1108,G53,0.0,0.0
1109,A58,0.0,0.0
1110,S74,0.0,0.0
1111,M42,0.0,0.0
1112,X06,0.0,0.0
1113,A92,0.0,0.0
1114,A57,0.0,0.0
1115,Y69,0.0,0.0
1116,W69,0.0,0.0
1117,D82,0.0,0.0
1118,Q34,0.0,0.0
1119,D20,0.0,0.0
1120,P14,0.0,0.0
1121,C39,0.0,0.0
1122,B79,0.0,0.0
1123,C7B,0.0,0.0
1124,Z69,0.0,0.0
1125,A65,0.0,0.0
1126,A03,0.0,0.0
1127,P37,0.0,0.0
1128,H22,0.0,0.0
1129,Q16,0.0,0.0
1130,C58,0.0,0.0
1131,F59,0.0,0.0
1132,P90,0.0,0.0
1133,B67,0.0,0.0
1134,A19,0.0,0.0
1135,P08,0.0,0.0
1136,A81,0.0,0.0
1137,A80,0.0,0.0
1138,S44,0.0,0.0
1139,L59,0.0,0.0
1140,W93,0.0,0.0
1141,X37,0.0,0.0
1142,V83,0.0,0.0
1143,Z28,0.0,0.0
1144,W64,0.0,0.0
1145,B60,0.0,0.0
1146,D42,0.0,0.0
1147,V97,0.0,0.0
1148,D31,0.0,0.0
1149,X73,0.0,0.0
1150,X81,0.0,0.0
1151,L49,0.0,0.0
1152,P00,0.0,0.0
1153,P52,0.0,0.0
1154,X74,0.0,0.0
1155,X34,0.0,0.0
1156,G36,0.0,0.0
1157,S98,0.0,0.0
1158,T55,0.0,0.0
1159,V68,0.0,0.0
1160,X30,0.0,0.0
1161,R77,0.0,0.0
1162,V15,0.0,0.0
1163,N02,0.0,0.0
1164,E20,0.0,0.0
1165,V13,0.0,0.0
1166,L64,0.0,0.0
1167,W25,0.0,0.0
1168,W14,0.0,0.0
1169,J92,0.0,0.0
1170,E73,0.0,0.0
1171,N14,0.0,0.0
1172,Z67,0.0,0.0
1173,Y00,0.0,0.0
1174,V59,0.0,0.0
1175,I06,0.0,0.0
1176,F78,0.0,0.0
1177,Y71,0.0,0.0
1178,F28,0.0,0.0
1179,G63,0.0,0.0
1180,E02,0.0,0.0
1181,Y82,0.0,0.0
1182,J64,0.0,0.0
1183,R84,0.0,0.0
1184,E60,0.0,0.0
1185,V38,0.0,0.0
1186,I23,0.0,0.0
1187,V73,0.0,0.0
1188,Y77,0.0,0.0
1189,X16,0.0,0.0
1190,X13,0.0,0.0
1191,W04,0.0,0.0
1192,O29,0.0,0.0
1193,W58,0.0,0.0
1194,H82,0.0,0.0
1195,V02,0.0,0.0
1196,V71,0.0,0.0
1197,X14,0.0,0.0
1198,Y80,0.0,0.0
1199,V52,0.0,0.0
1200,W67,0.0,0.0
1201,Y02,0.0,0.0
1202,A95,0.0,0.0
1203,J13,0.0,0.0
1204,X17,0.0,0.0
1205,V47,0.0,0.0
1206,L43,0.0,0.0
1207,V17,0.0,0.0
1208,V62,0.0,0.0
1209,E63,0.0,0.0
1210,Y95,0.0,0.0
1211,B04,0.0,0.0
1212,V37,0.0,0.0
1213,W65,0.0,0.0
1214,B45,0.0,0.0
1215,E40,0.0,0.0
1216,Y79,0.0,0.0
1217,Y70,0.0,0.0
1218,V46,0.0,0.0
1219,X12,0.0,0.0
1220,E08,0.0,0.0
1221,F18,0.0,0.0
1222,L58,0.0,0.0
1223,D78,0.0,0.0
1224,D86,0.0,0.0
1225,V42,0.0,0.0
1226,V06,0.0,0.0
1227,V16,0.0,0.0
1228,V66,0.0,0.0
1229,E36,0.0,0.0
1230,V11,0.0,0.0
1231,G65,0.0,0.0
1232,Z70,0.0,0.0
1233,C60,0.0,0.0
1234,L86,0.0,0.0
1235,X79,0.0,0.0
1236,Y81,0.0,0.0
1237,Q97,0.0,0.0
1238,V30,0.0,0.0
1239,V54,0.0,0.0
1240,Y76,0.0,0.0
1241,D77,0.0,0.0
1242,V50,0.0,0.0
1243,V12,0.0,0.0
1244,V55,0.0,0.0
1245,V33,0.0,0.0
1246,E54,0.0,0.0
1247,Y26,0.0,0.0
1248,A34,0.0,0.0
1249,A91,0.0,0.0
1250,M97,0.0,0.0
1251,V56,0.0,0.0
1252,V31,0.0,0.0
1253,V32,0.0,0.0
1254,B72,0.0,0.0
1255,Z05,0.0,0.0
1256,Q81,0.0,0.0
1257,V44,0.0,0.0
1258,Y03,0.0,0.0
1259,Y73,0.0,0.0
1260,P94,0.0,0.0
1261,S55,0.0,0.0
1262,J22,0.0,0.0
1263,V10,0.0,0.0
1264,C47,0.0,0.0
1265,T33,0.0,0.0
1266,V58,0.0,0.0
1267,K71,0.0,0.0
1268,E59,0.0,0.0
1269,P95,0.0,0.0
1270,L41,0.0,0.0
1271,O25,0.0,0.0
1272,E58,0.0,0.0
1273,V65,0.0,0.0
1274,A86,0.0,0.0
1275,P10,0.0,0.0
1276,V45,0.0,0.0
1277,V04,0.0,0.0
1278,W37,0.0,0.0
1279,V57,0.0,0.0
1280,V64,0.0,0.0
1281,I32,0.0,0.0
1282,X15,0.0,0.0
1283,S78,0.0,0.0
1284,J99,0.0,0.0
1285,G23,0.0,0.0
1286,L26,0.0,0.0
1287,V53,0.0,0.0
1288,B91,0.0,0.0
1289,X76,0.0,0.0
1290,L00,0.0,0.0
1291,X80,0.0,0.0
1292,S48,0.0,0.0
1293,Y36,0.0,0.0
1294,I39,0.0,0.0
1295,Q14,0.0,0.0
1296,P15,0.0,0.0
1297,P35,0.0,0.0
1298,A22,0.0,0.0
1299,V88,0.0,0.0
1300,R88,0.0,0.0
1301,N51,0.0,0.0
1302,P53,0.0,0.0
1303,H67,0.0,0.0
1304,T53,0.0,0.0
1305,A25,0.0,0.0
1306,A00,0.0,0.0
1307,A20,0.0,0.0
1308,E50,0.0,0.0
1309,P56,0.0,0.0
1310,Y30,0.0,0.0
1311,L14,0.0,0.0
1312,B77,0.0,0.0
1313,Y62,0.0,0.0
1314,J66,0.0,0.0
1315,X36,0.0,0.0
1316,W35,0.0,0.0
1317,A98,0.0,0.0
1318,X71,0.0,0.0
1319,B42,0.0,0.0
1320,K67,0.0,0.0
1321,A70,0.0,0.0
1322,W90,0.0,0.0
1323,A44,0.0,0.0
1324,Q42,0.0,0.0
1325,X96,0.0,0.0
1326,Q99,0.0,0.0
1327,F82,0.0,0.0
1328,Q31,0.0,0.0
1329,V82,0.0,0.0
1330,S54,0.0,0.0
1331,X35,0.0,0.0
1332,Z55,0.0,0.0
1333,S58,0.0,0.0
1334,A17,0.0,0.0
1335,V96,0.0,0.0
1336,P19,0.0,0.0
1337,A21,0.0,0.0
1338,B50,0.0,0.0
1339,P09,0.0,0.0
1340,T74,0.0,0.0
1341,X52,0.0,0.0
1342,B55,0.0,0.0
1343,M01,0.0,0.0
1344,G05,0.0,0.0
1345,F66,0.0,0.0
1346,B26,0.0,0.0
1347,R86,0.0,0.0
1348,A66,0.0,0.0
1349,Q11,0.0,0.0
1350,V92,0.0,0.0
1351,B05,0.0,0.0
1352,B81,0.0,0.0
1353,Y38,0.0,0.0
1354,B06,0.0,0.0
1355,A99,0.0,0.0
1356,V24,0.0,0.0
1357,Y64,0.0,0.0
1358,B64,0.0,0.0
1359,A82,0.0,0.0
1360,A85,0.0,0.0
1361,A84,0.0,0.0
1362,A26,0.0,0.0
1363,B76,0.0,0.0
1364,B56,0.0,0.0
1365,O60,0.0,0.0
1366,S10,0.0,0.0
1367,Y31,0.0,0.0
1368,V14,0.0,0.0
1369,E52,0.0,0.0
1370,B70,0.0,0.0
1371,P58,0.0,0.0
1372,B41,0.0,0.0
1373,A67,0.0,0.0
1374,R46,0.0,0.0
1375,N37,0.0,0.0
1376,S81,0.0,0.0
1377,V40,0.0,0.0
1378,W45,0.0,0.0
1379,N08,0.0,0.0
1380,L76,0.0,0.0
1381,M80,0.0,0.0
1382,M45,0.0,0.0
1383,T64,0.0,0.0
1384,A94,0.0,0.0
1385,A96,0.0,0.0
1386,V95,0.0,0.0
1387,V22,0.0,0.0
1388,H68,0.0,0.0
1389,P38,0.0,0.0
1390,B51,0.0,0.0
1391,V81,0.0,0.0
1392,P11,0.0,0.0
1393,V90,0.0,0.0
1394,H36,0.0,0.0
1395,B53,0.0,0.0
1396,P93,0.0,0.0
1397,A83,0.0,0.0
1398,Y29,0.0,0.0
1399,V23,0.0,0.0
1400,P51,0.0,0.0
1401,N33,0.0,0.0
1402,A33,0.0,0.0
1403,Y25,0.0,0.0
1404,B03,0.0,0.0
1405,B43,0.0,0.0
1406,B52,0.0,0.0
1407,X38,0.0,0.0
1408,X92,0.0,0.0
1409,P72,0.0,0.0
1410,K95,0.0,0.0
1411,A71,0.0,0.0
1412,W42,0.0,0.0
1413,S17,0.0,0.0
1414,T04,0.0,0.0
1415,B73,0.0,0.0
1416,E45,0.0,0.0
1417,A75,0.0,0.0
1418,V03,0.0,0.0
1419,Y23,0.0,0.0
1420,L44,0.0,0.0
1421,L55,0.0,0.0
1422,S97,0.0,0.0
1423,W61,0.0,0.0
1424,J41,0.0,0.0
1425,Y35,0.0,0.0
1426,R48,0.0,0.0
1427,Y84,0.0,0.0
1428,N89,0.0,0.0
1429,T59,0.0,0.0
1430,I80,0.0,0.0
1431,G55,0.0,0.0
1432,W12,0.0,0.0
1433,Q44,0.0,0.0
1434,K45,0.0,0.0
1435,Z84,0.0,0.0
1436,C06,0.0,0.0
1437,D74,0.0,0.0
1438,N98,0.0,0.0
1439,O01,0.0,0.0
1440,J12,0.0,0.0
1441,A52,0.0,0.0
1442,V79,0.0,0.0
1443,I30,0.0,0.0
1444,M31,0.0,0.0
1445,B85,0.0,0.0
1446,T26,0.0,0.0
1447,A74,0.0,0.0
1448,X05,0.0,0.0
1449,D47,0.0,0.0
1450,R14,0.0,0.0
1451,Q40,0.0,0.0
1452,A40,0.0,0.0
1453,N22,0.0,0.0
1454,O08,0.0,0.0
1455,S41,0.0,0.0
1456,R70,0.0,0.0
1457,L62,0.0,0.0
1458,I79,0.0,0.0
1459,J39,0.0,0.0
1460,B36,0.0,0.0
1461,S19,0.0,0.0
1462,M60,0.0,0.0
1463,H83,0.0,0.0
1464,G50,0.0,0.0
1465,K06,0.0,0.0
1466,C76,0.0,0.0
1467,G26,0.0,0.0
1468,W40,0.0,0.0
1469,I07,0.0,0.0
1470,S37,0.0,0.0
1471,S60,0.0,0.0
1472,W60,0.0,0.0
1473,T46,0.0,0.0
1474,H20,0.0,0.0
1475,Q68,0.0,0.0
1476,D29,0.0,0.0
1477,H01,0.0,0.0
1478,V77,0.0,0.0
1479,B48,0.0,0.0
1480,D67,0.0,0.0
1481,F64,0.0,0.0
1482,A53,0.0,0.0
1483,D28,0.0,0.0
1484,B15,0.0,0.0
1485,D45,0.0,0.0
1486,V26,0.0,0.0
1487,C17,0.0,0.0
1488,O87,0.0,0.0
1489,Q71,0.0,0.0
1490,O33,0.0,0.0
1491,G83,0.0,0.0
1492,H94,0.0,0.0
1493,L13,0.0,0.0
1494,E85,0.0,0.0
1495,I24,0.0,0.0
1496,C05,0.0,0.0
1497,C21,0.0,0.0
1498,J37,0.0,0.0
1499,A43,0.0,0.0
1500,X02,0.0,0.0
1501,B30,0.0,0.0
1502,W30,0.0,0.0
1503,M02,0.0,0.0
1504,D10,0.0,0.0
1505,S11,0.0,0.0
1506,Z92,0.0,0.0
1507,P03,0.0,0.0
1508,L87,0.0,0.0
1509,E79,0.0,0.0
1510,Q80,0.0,0.0
1511,C41,0.0,0.0
1512,O43,0.0,0.0
1513,X32,0.0,0.0
1514,W28,0.0,0.0
1515,O31,0.0,0.0
1516,W32,0.0,0.0
1517,E34,0.0,0.0
1518,F71,0.0,0.0
1519,K41,0.0,0.0
1520,J61,0.0,0.0
1521,T75,0.0,0.0
1522,T54,0.0,0.0
1523,L99,0.0,0.0
1524,W89,0.0,0.0
1525,T56,0.0,0.0
1526,O45,0.0,0.0
1527,P25,0.0,0.0
1528,W38,0.0,0.0
1529,C65,0.0,0.0
1530,D15,0.0,0.0
1531,D43,0.0,0.0
1532,J82,0.0,0.0
1533,M36,0.0,0.0
1534,V70,0.0,0.0
1535,B80,0.0,0.0
1536,B35,0.0,0.0
1537,O77,0.0,0.0
1538,F63,0.0,0.0
1539,Z57,0.0,0.0
1540,D38,0.0,0.0
1541,N30,0.0,0.0
1542,K14,0.0,0.0
1543,R61,0.0,0.0
1544,Q63,0.0,0.0
1545,K36,0.0,0.0
1546,H34,0.0,0.0
1547,R68,0.0,0.0
1548,T19,0.0,0.0
1549,E23,0.0,0.0
1550,G12,0.0,0.0
1551,A15,0.0,0.0
1552,S24,0.0,0.0
1553,Q61,0.0,0.0
1554,H18,0.0,0.0
1555,M46,0.0,0.0
1556,E26,0.0,0.0
1557,T70,0.0,0.0
1558,M07,0.0,0.0
1559,K92,0.0,0.0
1560,I52,0.0,0.0
1561,G46,0.0,0.0
1562,F42,0.0,0.0
1563,M53,0.0,0.0
1564,X78,0.0,0.0
1565,D65,0.0,0.0
1566,M40,0.0,0.0
1567,M88,0.0,0.0
1568,J17,0.0,0.0
1569,N00,0.0,0.0
1570,X19,0.0,0.0
1571,C37,0.0,0.0
1572,Y74,0.0,0.0
1573,N06,0.0,0.0
1574,X00,0.0,0.0
1575,Q92,0.0,0.0
1576,V39,0.0,0.0
1577,V41,0.0,0.0
1578,P57,0.0,0.0
1579,V84,0.0,0.0
1580,B89,0.0,0.0
1581,V72,0.0,0.0
1582,E00,0.0,0.0
1583,W56,0.0,0.0
1584,V67,0.0,0.0
1585,V74,0.0,0.0
1586,M84,0.0,0.0
1587,Y75,0.0,0.0
1588,Y78,0.0,0.0
1589,O44,0.0,0.0
1590,S38,0.0,0.0
1591,S31,0.0,0.0
1592,K07,0.0,0.0
1593,Y72,0.0,0.0
1594,V60,0.0,0.0
1595,Z29,0.0,0.0
1596,Z19,0.0,0.0
1597,M04,0.0,0.0
1598,X75,0.0,0.0
1599,W73,0.0,0.0
1600,B92,0.0,0.0
1601,J14,0.0,0.0
1602,L54,0.0,0.0
1603,N11,0.0,0.0
1604,N53,0.0,0.0
1605,M18,0.0,0.0
1606,O23,0.0,0.0
1607,D89,0.0,0.0
1608,R43,0.0,0.0
1609,N31,0.0,0.0
1610,C46,0.0,0.0
1611,A54,0.0,0.0
1612,C23,0.0,0.0
1613,Q07,0.0,0.0
1614,W39,0.0,0.0
1615,O22,0.0,0.0
1616,Q52,0.0,0.0
1617,Q60,0.0,0.0
1618,L80,0.0,0.0
1619,D02,0.0,0.0
1620,C14,0.0,0.0
1621,S65,0.0,0.0
1622,N03,0.0,0.0
1623,M08,0.0,0.0
1624,S94,0.0,0.0
1625,K90,0.0,0.0
1626,W27,0.0,0.0
1627,J94,0.0,0.0
1628,O66,0.0,0.0
1629,O63,0.0,0.0
1630,M13,0.0,0.0
1631,W86,0.0,0.0
1632,V99,0.0,0.0
1633,S64,0.0,0.0
1634,R34,0.0,0.0
1635,C11,0.0,0.0
1636,X99,0.0,0.0
1637,H70,0.0,0.0
1638,B40,0.0,0.0
1639,X31,0.0,0.0
1640,B49,0.0,0.0
1641,O15,0.0,0.0
1642,E68,0.0,0.0
1643,O10,0.0,0.0
1644,K55,0.0,0.0
1645,G98,0.0,0.0
1646,S30,0.0,0.0
1647,T41,0.0,0.0
1648,E35,0.0,0.0
1649,N52,0.0,0.0
1650,J85,0.0,0.0
1651,N50,0.0,0.0
1652,J04,0.0,0.0
1653,T17,0.0,0.0
1654,B94,0.0,0.0
1655,K25,0.0,0.0
1656,S71,0.0,0.0
1657,H16,0.0,0.0
1658,N04,0.0,0.0
1659,I09,0.0,0.0
1660,F07,0.0,0.0
1661,N74,0.0,0.0
1662,H60,0.0,0.0
1663,L83,0.0,0.0
1664,Q15,0.0,0.0
1665,C88,0.0,0.0
1666,J68,0.0,0.0
1667,T30,0.0,0.0
1668,F21,0.0,0.0
1669,C13,0.0,0.0
1670,E77,0.0,0.0
1671,T47,0.0,0.0
1672,A79,0.0,0.0
1673,P01,0.0,0.0
1674,D52,0.0,0.0
1675,O88,0.0,0.0
1676,T49,0.0,0.0
1677,D55,0.0,0.0
1678,V98,0.0,0.0
1679,L45,0.0,0.0
1680,B39,0.0,0.0
1681,F04,0.0,0.0
1682,O74,0.0,0.0
1683,J60,0.0,0.0
1684,B47,0.0,0.0
1685,I68,0.0,0.0
1686,P02,0.0,0.0
1687,I41,0.0,0.0
1688,D44,0.0,0.0
1689,L51,0.0,0.0
1690,X82,0.0,0.0
1691,C70,0.0,0.0
1692,Q98,0.0,0.0
1693,Q96,0.0,0.0
1694,R81,0.0,0.0
1695,S47,0.0,0.0
1696,S95,0.0,0.0
1697,S26,0.0,0.0
1698,T28,0.0,0.0
1699,Q02,0.0,0.0
1700,C52,0.0,0.0
1701,J62,0.0,0.0
1702,R71,0.0,0.0
1703,M1A,0.0,0.0
1704,W15,0.0,0.0
1705,Q00,0.0,0.0
1706,C10,0.0,0.0
1707,G00,0.0,0.0
1708,L66,0.0,0.0
1709,L10,0.0,0.0
1710,C30,0.0,0.0
1711,A55,0.0,0.0
1712,S57,0.0,0.0
1713,G95,0.0,0.0
1714,L52,0.0,0.0
1715,F54,0.0,0.0
1716,B44,0.0,0.0
1717,A89,0.0,0.0
1718,S25,0.0,0.0
1719,S28,0.0,0.0
1720,J16,0.0,0.0
1721,E76,0.0,0.0
